"id","title","description","input_description","output_description","samples","test_case_id","test_case_score","hint","languages","template","create_time","last_update_time","time_limit","memory_limit","spj","spj_language","spj_code","spj_version","rule_type","visible","difficulty","source","submission_number","accepted_number","created_by_id","_id","statistic_info","total_score","contest_id","is_public","spj_compile_ok","io_mode","share_submission"
308,"判断回文字符串","<p style=""text-align: left;"">本题要求编写函数，判断给定的一串字符是否为“回文”。所谓“回文”是指顺读和倒读都一样的字符串。如“XYZYX”和“xyzzyx”都是回文。</p><p style=""text-align: left;""><b>函数接口定义：</b></p><p style=""text-align: left;"">bool palindrome( char *s );</p><p style=""text-align: left;"">函数palindrome判断输入字符串char *s是否为回文。若是则返回true，否则返回false。</p>","<p>一行一个字符串。<br /></p>","<p>输出一行。若是回文，输出‘Yes’，否则输出‘No’。（不包括引号）<br /></p>","[{""input"": ""thisistrueurtsisiht"", ""output"": ""Yes""}]","c5a831287b793d91a522fc86541d4b2c","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-18 07:49:18.262291+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",75,39,1,"1-137","{""0"": 39, ""4"": 10, ""-1"": 18, ""-2"": 8}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
309,"分类统计各类字符个数","<p style=""text-align: left;"">本题要求实现一个函数，统计给定字符串中的大写字母、小写字母、空格、数字以及其它字符各有多少。</p><p style=""text-align: left;""><b>函数接口定义：</b></p><p style=""text-align: left;"">void StringCount( char *s );</p><p style=""text-align: left;"">其中char *s是用户传入的字符串。函数StringCount须在一行内按照</p><p style=""text-align: left;"">大写字母个数 小写字母个数 空格个数 数字个数 其它字符个数</p><p style=""text-align: left;"">的格式输出。</p>","<p>若干行字符串<br /></p>","<p>一行5个整数。<br /></p>","[{""input"": ""aZ&*?\n093 Az"", ""output"": ""2 2 1 3 4""}]","b4b731fde35d6ff6ce09b65751f18b31","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-18 07:49:24.12127+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",113,38,1,"1-138","{""0"": 38, ""4"": 11, ""-1"": 55, ""-2"": 9}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
310,"输出学生成绩","<p style=""text-align: left;"">本题要求编写程序，根据输入学生的成绩，统计并输出学生的平均成绩、最高成绩和最低成绩。</p><p style=""text-align: left;"">注意：使用动态内存分配来实现！！！</p>","<p>输入第一行首先给出一个正整数N，表示学生的个数。接下来一行给出N个学生的成绩，数字间以空格分隔。<br /></p>","<p style=""text-align: left;"">按照以下格式输出：</p><p style=""text-align: left;"">average =平均成绩</p><p style=""text-align: left;"">max =最高成绩</p><p style=""text-align: left;"">min =最低成绩</p><p style=""text-align: left;"">结果均保留两位小数。</p>","[{""input"": ""3\n85 90 95\n"", ""output"": ""average = 90.00\nmax = 95.00\nmin = 85.00\n""}]","2bed0b2fa06f6b7e51ecfd9a3813a7be","[{""score"": 25, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 25, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 25, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 25, ""input_name"": ""4.in"", ""output_name"": ""4.out""}]","","[""C""]","{}","2019-10-18 07:50:29.731538+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",69,32,1,"1-139","{""0"": 32, ""4"": 11, ""-1"": 19, ""-2"": 7}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
311,"吃豆子（15分）","<p>给你一个数组，数组上的每个位置都有一定数量的豆子，现在吃豆人会进行若干次操作，每次操作给定一个坐标x，吃豆人会把位于坐标x上位置的豆子都吃掉，同时位于x位置右边的位置都会向左移动一格。具体来说，x+1位置上的豆子转移到x位置，x+2位置上的豆子转移到x+1位置，以此类推。</p><p>每次操作，如果吃豆人发现x位置上已经没豆子了，输出0，否则输出吃到的豆子数。</p>","<p>第一行两个整数n和m，分别表示数组长度和操作次数。（1&lt;=n,m&lt;=1000）</p><p>第二行有n个整数，代表初始每个位置上的豆子数d[i]。（1&lt;=d[i]&lt;=1000）</p><p>接下来m行，每行一个整数，代表该次操作的位置pos。（1&lt;=pos&lt;=n）</p>","<p>对于每次操作，输出一行，代表该次吃豆人吃到的豆子。<br /></p>","[{""input"": ""3 2\n2 3 1\n2\n3\n"", ""output"": ""3\n0\n""}]","a67f24c2db53f48aeca237baaa1a233e","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-31 12:44:38.140683+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",173,20,1,"1","{""0"": 20, ""2"": 1, ""4"": 5, ""-1"": 134, ""-2"": 13}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
312,"复读机（15分）","<p>复读机就是可以把声音存储下来并且重复播放的一种机器。现在有一个复读机，它可以把你的输入保留信息输出。但是，这个复读机有一个毛病，它在某些时刻会重复当前的语句不止一遍，而在正常时刻只会复读一遍，现在请你输出复读后的语句。<br /></p>","<p>第一行一个整数n和m，分别表示有n个时刻复读机将重复不止一遍，m表示有m个语句。（1 &lt;= n&lt;= m &lt;= 100）</p><p>接下来n行每行两个整数t和c，表示在t时刻的语句重复c遍。（1 &lt;= t&lt;= m, 2 &lt;= c &lt;= 10）</p><p>接下来一行m个整数，第i个整数pi，表示第i个时刻输入的句子。（1 &lt;= pi &lt;=10）</p>","<p>若干个整数，每个整数后一个空格。<br /></p>","[{""input"": ""2 3\n1 2\n2 3\n1 2 3\n"", ""output"": ""1 1 2 2 2 3""}]","df0cd308f1e69b6d7a8e9a2fb6bea65b","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-31 12:46:41.295077+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",77,21,1,"2","{""0"": 21, ""4"": 2, ""-1"": 53, ""-2"": 1}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
313,"判断数据类型（10分）","<p>假设现在你要判断数据类型是否为int、long long、double，输入n个字符串，请你判断其代表的数据类型是什么，且输入的每个字符串保证是正数，且是这三种类型的一种。<br /></p>","<p>第一行一个整数n。（n&lt;=10）</p><p>接下来n行每行一个字符串s。(|s|&lt;=10)</p>","<p>对于每个字符串s，输出“int”或“long long”或“double”。<br /></p>","[{""input"": ""3\n12\n9999999999\n123.44\n"", ""output"": ""int\nlong long\ndouble\n""}]","7a4f606f3bbcdfb62afffb6931cfb4b3","[{""score"": 20, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 20, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 20, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 20, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 20, ""input_name"": ""5.in"", ""output_name"": ""5.out""}]","","[""C""]","{}","2019-10-31 12:47:56.589628+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",43,7,1,"3","{""0"": 7, ""4"": 1, ""-1"": 34, ""-2"": 1}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
314,"使用函数判断三角形（10分）","<p>给定n个可选的木棍长度，问是否能够选出3个构成三角形。</p><p>注意，你需要实现一个函数ok，来判断传入的三个边长能否构成三角形。</p><p><b>函数接口定义：</b></p><p>int isTriangle( int x, int y, int z);</p><p>传入三个边长参数x，y，z，是三角形返回1，否则0。</p>","<p>第一行一个整数n。（3&lt;=n&lt;=20）</p><p>第二行n个整数，代表木棍长度a[i]。(1&lt;=a[i]&lt;=10^8)</p>","<p>若能够选出3个构成三角形，输出最小的三角形周长，否则输出“No”。<br /></p>","[{""input"": ""3\n1 2 3\n"", ""output"": ""No""}, {""input"": ""3\n1 2 2\n"", ""output"": ""5""}]","4aac7552a50f872b7e5a752d94c3fd15","[{""score"": 13, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 13, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 13, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 13, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 13, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 13, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 13, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 13, ""input_name"": ""8.in"", ""output_name"": ""8.out""}]","","[""C""]","{}","2019-10-31 12:49:26.131573+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",122,21,1,"4","{""0"": 21, ""1"": 2, ""4"": 24, ""-1"": 60, ""-2"": 15}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
315,"使用函数求双阶乘（15分）","<p>双阶乘是一个数学概念，用n!!表示。正整数的双阶乘表示不超过这个正整数且与它有相同奇偶性的所有正整数乘积。</p><p>本题要求实现双阶乘函数fac(x)。</p><p><b>函数接口定义：</b></p><p>long long fac( int x );</p><p>其中x是用户传入的整型参数，返回双阶乘。</p>","<p>一行一个正整数n。（1&lt;=n&lt;=20，保证答案不超过long long范围）<br /></p>","<p>一行一个整数表示答案。(格式控制说明为‘%lld’)<br /></p>","[{""input"": ""4"", ""output"": ""8""}]","e90ce4cabae10862283fdd3a9f823477","[{""score"": 20, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 20, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 20, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 20, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 20, ""input_name"": ""5.in"", ""output_name"": ""5.out""}]","","[""C""]","{}","2019-10-31 12:50:23.644626+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",71,29,1,"5","{""0"": 29, ""4"": 3, ""-1"": 38, ""-2"": 1}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
316,"映射（15分）","<p>给定两个长度为n的全排列a，b（全排列即长度为n的数组，且数组中的元素各不相同），对于第一个全排列的每个数a[i]，输出其在第二个全排列b中出现的位置。<br /></p>","<p>第一行一个整数n。（1&lt;=n&lt;=100）</p><p>第二行n个不同的正整数，表示全排列a。（1&lt;=a[i]&lt;=n）</p><p>第三行n个不同的正整数，表示全排列b。（1&lt;=b[i]&lt;=n）</p>","<p>一行n个整数，第i个数表示a[i]在全排列b中出现的位置。（以空格隔开，行末无空格）<br /></p>","[{""input"": ""3\n2 3 1\n1 3 2\n"", ""output"": ""3 2 1""}]","a2b51eebee55cfc16da50b81677287c6","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-31 12:51:35.938501+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",41,28,1,"6","{""0"": 28, ""-1"": 13}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
317,"歌唱比赛（10分）","<p>歌唱比赛有n个裁判(n&gt;=3)，每个裁判会给当前这位歌手打分为[1,10]之间的一个整数，最终这个选手的得分为：去掉一个最高分和一个最低分之后的平均分。</p><p>现在已知小华同学的最终得分p，但是n个裁判给的得分中恰好有一个丢失了，即小华只知道n-1个裁判给出的得分，现在请你帮小华判断他的最终得分是否是对的（即是否存在第n个裁判给出某个分数q满足小华的最终得分为p）？</p>","<p>第一行一个正整数n和一个浮点数p。（3&lt;=n&lt;=100，1&lt;=p&lt;=10）</p><p>第二行n-1个正整数a[i]，表示n-1个裁判给出的得分。（1&lt;=a[i]&lt;=10）</p>","<p>若小华的最终得分是对的，输出“Yes”，否则输出“No”。<br /></p>","[{""input"": ""4 2.5\n1 2 3\n"", ""output"": ""Yes""}]","24796fe4e94a301d7b89cd5d9de77f92","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-10-31 12:52:48.530903+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",113,11,1,"7","{""0"": 11, ""1"": 3, ""4"": 7, ""-1"": 85, ""-2"": 7}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
318,"矩阵连乘（10分）","<p style=""text-align: start;"">矩阵的幂A^k = A * A * ... * A，其中两个矩阵A、B​的乘积会产生一个新矩阵C，且$C_{ij} = \sum_{k=1}^{m}A_{ik}*B_{kj}$​，其中矩阵A是一个n * m的数组，矩阵B的大小是一个m * t的数组。</p><p style=""text-align: start;"">现在给定一个方阵A和一个整数k，求A^k。</p>","<p style=""text-align: start;"">第一行两个整数n、k。$ (1&lt;=n、k&lt;=5) $</p><p style=""text-align: start;"">接下来n行，每行n个整数，表示输入的矩阵A。​$(-3 &lt;= A_{ij} &lt;= 3)$</p>","<p>输出n行，每行n个整数，以空格分隔，表示A^k。（注意：每一行行末无空格）<br /></p>","[{""input"": ""2 2\n1 1\n1 1"", ""output"": ""2 2\n2 2""}]","f5be94b20d67ad1ed87545d736077967","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-10-31 12:54:52.734192+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",76,12,1,"8","{""0"": 12, ""4"": 3, ""-1"": 54, ""-2"": 7}",0,29,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
319,"吃豆子（15分）","<p>给你一个数组，数组上的每个位置都有一定数量的豆子，现在吃豆人会进行若干次操作，每次操作给定一个坐标x，吃豆人会把位于坐标x上位置的豆子都吃掉，同时位于x位置右边的位置都会向左移动一格。具体来说，x+1位置上的豆子转移到x位置，x+2位置上的豆子转移到x+1位置，以此类推。</p><p>每次操作，如果吃豆人发现x位置上已经没豆子了，输出0，否则输出吃到的豆子数。</p>","<p>第一行两个整数n和m，分别表示数组长度和操作次数。（1&lt;=n,m&lt;=1000）</p><p>第二行有n个整数，代表初始每个位置上的豆子数d[i]。（1&lt;=d[i]&lt;=1000）</p><p>接下来m行，每行一个整数，代表该次操作的位置pos。（1&lt;=pos&lt;=n）</p>","<p>对于每次操作，输出一行，代表该次吃豆人吃到的豆子。<br /></p>","[{""input"": ""3 2\n2 3 1\n2\n3\n"", ""output"": ""3\n0\n""}]","9074cdb2d1a64ca66ec9831c866daec7","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:26:26.366205+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",46,18,1,"1-140","{""0"": 18, ""4"": 2, ""-1"": 21, ""-2"": 5}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
320,"复读机（15分）","<p>复读机就是可以把声音存储下来并且重复播放的一种机器。现在有一个复读机，它可以把你的输入保留信息输出。但是，这个复读机有一个毛病，它在某些时刻会重复当前的语句不止一遍，而在正常时刻只会复读一遍，现在请你输出复读后的语句。<br /></p>","<p>第一行一个整数n和m，分别表示有n个时刻复读机将重复不止一遍，m表示有m个语句。（1 &lt;= n&lt;= m &lt;= 100）</p><p>接下来n行每行两个整数t和c，表示在t时刻的语句重复c遍。（1 &lt;= t&lt;= m, 2 &lt;= c &lt;= 10）</p><p>接下来一行m个整数，第i个整数pi，表示第i个时刻输入的句子。（1 &lt;= pi &lt;=10）</p>","<p>若干个整数，每个整数后一个空格。<br /></p>","[{""input"": ""2 3\n1 2\n2 3\n1 2 3\n"", ""output"": ""1 1 2 2 2 3""}]","bf71ff9e4259f7fb96e29e097dd52280","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:26:32.303241+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",29,10,1,"1-141","{""0"": 10, ""-1"": 15, ""-2"": 4}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
321,"判断数据类型（10分）","<p>假设现在你要判断数据类型是否为int、long long、double，输入n个字符串，请你判断其代表的数据类型是什么，且输入的每个字符串保证是正数，且是这三种类型的一种。<br /></p>","<p>第一行一个整数n。（n&lt;=10）</p><p>接下来n行每行一个字符串s。(|s|&lt;=10)</p>","<p>对于每个字符串s，输出“int”或“long long”或“double”。<br /></p>","[{""input"": ""3\n12\n9999999999\n123.44\n"", ""output"": ""int\nlong long\ndouble\n""}]","abda7224f494b70aeda3f016be19264d","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:26:37.573407+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",92,19,1,"1-142","{""0"": 19, ""4"": 4, ""-1"": 48, ""-2"": 21}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
322,"使用函数判断三角形（10分）","<p>给定n个可选的木棍长度，问是否能够选出3个构成三角形。</p><p>注意，你需要实现一个函数ok，来判断传入的三个边长能否构成三角形。</p><p><b>函数接口定义：</b></p><p>int isTriangle( int x, int y, int z);</p><p>传入三个边长参数x，y，z，是三角形返回1，否则0。</p>","<p>第一行一个整数n。（3&lt;=n&lt;=20）</p><p>第二行n个整数，代表木棍长度a[i]。(1&lt;=a[i]&lt;=10^8)</p>","<p>若能够选出3个构成三角形，输出最小的三角形周长，否则输出“No”。<br /></p>","[{""input"": ""3\n1 2 3\n"", ""output"": ""No""}, {""input"": ""3\n1 2 2\n"", ""output"": ""5""}]","9994181c5531917448cd26c66084661c","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:26:44.452973+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",23,12,1,"1-143","{""0"": 12, ""1"": 1, ""-1"": 8, ""-2"": 2}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
323,"使用函数求双阶乘（15分）","<p>双阶乘是一个数学概念，用n!!表示。正整数的双阶乘表示不超过这个正整数且与它有相同奇偶性的所有正整数乘积。</p><p>本题要求实现双阶乘函数fac(x)。</p><p><b>函数接口定义：</b></p><p>long long fac( int x );</p><p>其中x是用户传入的整型参数，返回双阶乘。</p>","<p>一行一个正整数n。（1&lt;=n&lt;=20，保证答案不超过long long范围）<br /></p>","<p>一行一个整数表示答案。(格式控制说明为‘%lld’)<br /></p>","[{""input"": ""4"", ""output"": ""8""}]","a6e1e036d19c1610edefb7faa2ee6fc6","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:26:49.38906+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",12,8,1,"1-144","{""0"": 8, ""-1"": 4}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
324,"映射（15分）","<p>给定两个长度为n的全排列a，b（全排列即长度为n的数组，且数组中的元素各不相同），对于第一个全排列的每个数a[i]，输出其在第二个全排列b中出现的位置。<br /></p>","<p>第一行一个整数n。（1&lt;=n&lt;=100）</p><p>第二行n个不同的正整数，表示全排列a。（1&lt;=a[i]&lt;=n）</p><p>第三行n个不同的正整数，表示全排列b。（1&lt;=b[i]&lt;=n）</p>","<p>一行n个整数，第i个数表示a[i]在全排列b中出现的位置。（以空格隔开，行末无空格）<br /></p>","[{""input"": ""3\n2 3 1\n1 3 2\n"", ""output"": ""3 2 1""}]","72e47fd92d8c421e78333c0e29a64b54","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-11-09 05:27:36.769986+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",10,8,1,"1-145","{""0"": 8, ""4"": 1, ""-2"": 1}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
